PMID,Title,Journal,Publication Date,DOI,PMC ID,Free Text Availability
28981210,Proteome and Structural Organization of the Knob Complex on the Surface of the Plasmodium Infected Red Blood Cell.,Proteomics. Clinical applications,"{'Year': '2018', 'Month': 'Jul'}",10.1002/prca.201600177,,Likely no free text
25689481,Targeting and function of proteins mediating translation initiation in organelles of Plasmodium falciparum.,Molecular microbiology,"{'Year': '2015', 'Month': 'May'}",10.1111/mmi.12972,,Likely no free text
33633135,Interaction of Plasmodium falciparum apicortin with α- and β-tubulin is critical for parasite growth and survival.,Scientific reports,"{'Year': '2021', 'Month': 'Feb', 'Day': '25'}",10.1038/s41598-021-83513-5,PMC7907060,Likely Freely Available
27383769,The RNA-binding protein Puf1 functions in the maintenance of gametocytes in Plasmodium falciparum.,Journal of cell science,"{'Year': '2016', 'Month': 'Aug', 'Day': '15'}",10.1242/jcs.186908,PMC5004898,Likely Freely Available
15567170,"Functional analysis, overexpression, and kinetic characterization of pyruvate kinase from Plasmodium falciparum.",Biochemical and biophysical research communications,"{'Year': '2005', 'Month': 'Jan', 'Day': '07'}",10.1016/j.bbrc.2004.11.018,,Likely no free text
15240840,The malaria parasite's chloroquine resistance transporter is a member of the drug/metabolite transporter superfamily.,Molecular biology and evolution,"{'Year': '2004', 'Month': 'Oct'}",10.1093/molbev/msh205,,Likely no free text
24728833,Diverse mutational pathways converge on saturable chloroquine transport via the malaria parasite's chloroquine resistance transporter.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2014', 'Month': 'Apr', 'Day': '29'}",10.1073/pnas.1322965111,PMC4035986,Likely Freely Available
22167473,PfAlbas constitute a new eukaryotic DNA/RNA-binding protein family in malaria parasites.,Nucleic acids research,"{'Year': '2012', 'Month': 'Apr'}",10.1093/nar/gkr1215,PMC3326326,Likely Freely Available
23943616,Identification of biochemically distinct properties of the small ubiquitin-related modifier (SUMO) conjugation pathway in Plasmodium falciparum.,The Journal of biological chemistry,"{'Year': '2013', 'Month': 'Sep', 'Day': '27'}",10.1074/jbc.M113.498410,PMC3784690,Likely Freely Available
3887156,Isolation of a Plasmodium falciparum rhoptry protein.,Molecular and biochemical parasitology,"{'Year': '1985', 'Month': 'Mar'}",10.1016/0166-6851(85)90057-x,,Likely no free text
16406111,Cellular and molecular actions of dinitroaniline and phosphorothioamidate herbicides on Plasmodium falciparum: tubulin as a specific antimalarial target.,Molecular and biochemical parasitology,"{'Year': '2006', 'Month': 'Feb'}",10.1016/j.molbiopara.2005.08.020,,Likely no free text
22446744,Mapping the genome of Plasmodium falciparum on the drug-like chemical space reveals novel anti-malarial targets and potential drug leads.,Molecular bioSystems,"{'Year': '2012', 'Month': 'Jun'}",10.1039/c2mb00008c,,Likely no free text
26902486,"Plasmodium falciparum PfSET7: enzymatic characterization and cellular localization of a novel protein methyltransferase in sporozoite, liver and erythrocytic stage parasites.",Scientific reports,"{'Year': '2016', 'Month': 'Feb', 'Day': '23'}",10.1038/srep21802,PMC4763181,Likely Freely Available
18284574,Spatial dissection of the cis- and trans-Golgi compartments in the malaria parasite Plasmodium falciparum.,Molecular microbiology,"{'Year': '2008', 'Month': 'Mar'}",10.1111/j.1365-2958.2008.06125.x,,Likely no free text
18590734,"Cyclic nucleotide-specific phosphodiesterases of Plasmodium falciparum: PfPDEalpha, a non-essential cGMP-specific PDE that is an integral membrane protein.",International journal for parasitology,"{'Year': '2008', 'Month': 'Dec'}",10.1016/j.ijpara.2008.05.016,,Likely no free text
31322501,Formin-2 drives polymerisation of actin filaments enabling segregation of apicoplasts and cytokinesis in <i>Plasmodium falciparum</i>.,eLife,"{'Year': '2019', 'Month': 'Jul', 'Day': '19'}",10.7554/eLife.49030,PMC6688858,Likely Freely Available
19730695,Plasmodium falciparum heterochromatin protein 1 marks genomic loci linked to phenotypic variation of exported virulence factors.,PLoS pathogens,"{'Year': '2009', 'Month': 'Sep'}",10.1371/journal.ppat.1000569,PMC2731224,Likely Freely Available
31386260,Plasmodium falciparum Apn1 homolog is a mitochondrial base excision repair protein with restricted enzymatic functions.,The FEBS journal,"{'Year': '2020', 'Month': 'Feb'}",10.1111/febs.15032,,Likely no free text
7664729,Thrombospondin-related adhesive protein (TRAP) of Plasmodium falciparum: expression during sporozoite ontogeny and binding to human hepatocytes.,The EMBO journal,"{'Year': '1995', 'Month': 'Aug', 'Day': '15'}",10.1002/j.1460-2075.1995.tb00060.x,PMC394467,Likely Freely Available
23587146,A member of the CPW-WPC protein family is expressed in and localized to the surface of developing ookinetes.,Malaria journal,"{'Year': '2013', 'Month': 'Apr', 'Day': '15'}",10.1186/1475-2875-12-129,PMC3637178,Likely Freely Available
28419631,"TgPL2, a patatin-like phospholipase domain-containing protein, is involved in the maintenance of apicoplast lipids homeostasis in Toxoplasma.",Molecular microbiology,"{'Year': '2017', 'Month': 'Jul'}",10.1111/mmi.13694,,Likely no free text
16051382,Functional expression of the gene encoding cytidine triphosphate synthetase from Plasmodium falciparum which contains two novel sequences that are potential antimalarial targets.,Molecular and biochemical parasitology,"{'Year': '2005', 'Month': 'Oct'}",10.1016/j.molbiopara.2005.06.004,,Likely no free text
34324601,A novel heteromeric pantothenate kinase complex in apicomplexan parasites.,PLoS pathogens,"{'Year': '2021', 'Month': 'Jul'}",10.1371/journal.ppat.1009797,PMC8366970,Likely Freely Available
23201565,2-Cys peroxiredoxin of Plasmodium falciparum is involved in resistance to heat stress of the parasite.,Parasitology international,"{'Year': '2013', 'Month': 'Apr'}",10.1016/j.parint.2012.11.005,,Likely no free text
17110371,"In vitro efficacy, resistance selection, and structural modeling studies implicate the malarial parasite apicoplast as the target of azithromycin.",The Journal of biological chemistry,"{'Year': '2007', 'Month': 'Jan', 'Day': '26'}",10.1074/jbc.M608615200,,Likely no free text
15995202,Quorum-sensing-negative (lasR) mutants of Pseudomonas aeruginosa avoid cell lysis and death.,Journal of bacteriology,"{'Year': '2005', 'Month': 'Jul'}",10.1128/JB.187.14.4875-4883.2005,PMC1169536,Likely Freely Available
12081945,Functional analysis and regulation of the divergent spuABCDEFGH-spuI operons for polyamine uptake and utilization in Pseudomonas aeruginosa PAO1.,Journal of bacteriology,"{'Year': '2002', 'Month': 'Jul'}",10.1128/JB.184.14.3765-3773.2002,PMC135167,Likely Freely Available
20595000,P. aeruginosa PilT structures with and without nucleotide reveal a dynamic type IV pilus retraction motor.,Journal of molecular biology,"{'Year': '2010', 'Month': 'Jul', 'Day': '30'}",10.1016/j.jmb.2010.05.066,PMC2918248,Likely Freely Available
25009238,Characterization of a novel two-partner secretion system implicated in the virulence of Pseudomonas aeruginosa.,"Microbiology (Reading, England)","{'Year': '2014', 'Month': 'Sep'}",10.1099/mic.0.079616-0,,Likely no free text
26100878,A self-lysis pathway that enhances the virulence of a pathogenic bacterium.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2015', 'Month': 'Jul', 'Day': '07'}",10.1073/pnas.1506299112,PMC4500232,Likely Freely Available
12534470,Pseudomonas aeruginosa O-antigen chain length is determined before ligation to lipid A core.,Environmental microbiology,"{'Year': '2002', 'Month': 'Dec'}",10.1046/j.1462-2920.2002.00288.x,,Likely no free text
21865172,Structural basis for the interaction of lipopolysaccharide with outer membrane protein H (OprH) from Pseudomonas aeruginosa.,The Journal of biological chemistry,"{'Year': '2011', 'Month': 'Nov', 'Day': '11'}",10.1074/jbc.M111.280933,PMC3234746,Likely Freely Available
1360205,Escherichia coli gamma-glutamyltranspeptidase mutants deficient in processing to subunits.,Biochemical and biophysical research communications,"{'Year': '1992', 'Month': 'Nov', 'Day': '30'}",10.1016/0006-291x(92)91540-7,,Likely no free text
16824107,ABC transporter-mediated release of a haem chaperone allows cytochrome c biogenesis.,Molecular microbiology,"{'Year': '2006', 'Month': 'Jul'}",10.1111/j.1365-2958.2006.05221.x,,Likely no free text
16390453,"Activity of purified QscR, a Pseudomonas aeruginosa orphan quorum-sensing transcription factor.",Molecular microbiology,"{'Year': '2006', 'Month': 'Jan'}",10.1111/j.1365-2958.2005.04960.x,,Likely no free text
20572935,Functional amyloid in Pseudomonas.,Molecular microbiology,"{'Year': '2010', 'Month': 'Aug'}",10.1111/j.1365-2958.2010.07269.x,,Likely no free text
24769134,Expression and purification of integral membrane metallopeptidase HtpX.,Protein expression and purification,"{'Year': '2014', 'Month': 'Jul'}",10.1016/j.pep.2014.04.008,,Likely no free text
12686626,Identification and characterization of novel pyoverdine synthesis genes in Pseudomonas aeruginosa.,"Microbiology (Reading, England)","{'Year': '2003', 'Month': 'Apr'}",10.1099/mic.0.26085-0,,Likely no free text
18047579,"Intracellular levels and activity of PvdS, the major iron starvation sigma factor of Pseudomonas aeruginosa.",Molecular microbiology,"{'Year': '2008', 'Month': 'Jan'}",10.1111/j.1365-2958.2007.06051.x,,Likely no free text
17350955,Characterization of the Pseudomonas aeruginosa Lol system as a lipoprotein sorting mechanism.,The Journal of biological chemistry,"{'Year': '2007', 'Month': 'May', 'Day': '04'}",10.1074/jbc.M611840200,,Likely no free text
2181444,"Structure and probable genetic location of a ""ribosome modulation factor"" associated with 100S ribosomes in stationary-phase Escherichia coli cells.",Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '1990', 'Month': 'Apr'}",10.1073/pnas.87.7.2657,PMC53749,Likely Freely Available
7704274,A direct sulfhydrylation pathway is used for methionine biosynthesis in Pseudomonas aeruginosa.,"Microbiology (Reading, England)","{'Year': '1995', 'Month': 'Feb'}",10.1099/13500872-141-2-431,,Likely no free text
2299982,An evolutionary comparison of Acinetobacter calcoaceticus trpF with trpF genes of several organisms.,Molecular biology and evolution,"{'Year': '1990', 'Month': 'Jan'}",10.1093/oxfordjournals.molbev.a040587,,Likely no free text
9680202,"Three rhamnosyltransferases responsible for assembly of the A-band D-rhamnan polysaccharide in Pseudomonas aeruginosa: a fourth transferase, WbpL, is required for the initiation of both A-band and B-band lipopolysaccharide synthesis.",Molecular microbiology,"{'Year': '1998', 'Month': 'Jun'}",10.1046/j.1365-2958.1998.00871.x,,Likely no free text
7768797,The OprB porin plays a central role in carbohydrate uptake in Pseudomonas aeruginosa.,Journal of bacteriology,"{'Year': '1995', 'Month': 'Jun'}",10.1128/jb.177.11.3021-3026.1995,PMC176988,Likely Freely Available
8830708,"A two-component response regulator, gltR, is required for glucose transport activity in Pseudomonas aeruginosa PAO1.",Journal of bacteriology,"{'Year': '1996', 'Month': 'Oct'}",10.1128/jb.178.20.6064-6066.1996,PMC178468,Likely Freely Available
19919675,The ATP-binding cassette transporter Cbc (choline/betaine/carnitine) recruits multiple substrate-binding proteins with strong specificity for distinct quaternary ammonium compounds.,Molecular microbiology,"{'Year': '2010', 'Month': 'Jan'}",10.1111/j.1365-2958.2009.06962.x,PMC5503199,Likely Freely Available
2155230,Molecular biology of carbon-phosphorus bond cleavage. Cloning and sequencing of the phn (psiD) genes involved in alkylphosphonate uptake and C-P lyase activity in Escherichia coli B.,The Journal of biological chemistry,"{'Year': '1990', 'Month': 'Mar', 'Day': '15'}",,,Likely no free text
16352829,The Pseudomonas aeruginosa ribbon-helix-helix DNA-binding protein AlgZ (AmrZ) controls twitching motility and biogenesis of type IV pili.,Journal of bacteriology,"{'Year': '2006', 'Month': 'Jan'}",10.1128/JB.188.1.132-140.2006,PMC1317580,Likely Freely Available
10476040,"Pseudomonas aeruginosa AlgZ, a ribbon-helix-helix DNA-binding protein, is essential for alginate synthesis and algD transcriptional activation.",Molecular microbiology,"{'Year': '1999', 'Month': 'Sep'}",10.1046/j.1365-2958.1999.01550.x,,Likely no free text
9573145,The L-isoaspartyl protein repair methyltransferase enhances survival of aging Escherichia coli subjected to secondary environmental stresses.,Journal of bacteriology,"{'Year': '1998', 'Month': 'May'}",10.1128/JB.180.10.2623-2629.1998,PMC107212,Likely Freely Available
15809342,Disruption of the structural gene for farnesyl diphosphate synthase in Escherichia coli.,Journal of biochemistry,"{'Year': '2005', 'Month': 'Mar'}",10.1093/jb/mvi049,,Likely no free text
21192796,"Pseudomonas aeruginosa β-lactamase induction requires two permeases, AmpG and AmpP.",BMC microbiology,"{'Year': '2010', 'Month': 'Dec', 'Day': '30'}",10.1186/1471-2180-10-328,PMC3022710,Likely Freely Available
7007072,Amino acid sequence of protein L22 from the large subunit of the Escherichia coli ribosome.,FEBS letters,"{'Year': '1980', 'Month': 'Nov', 'Day': '17'}",10.1016/0014-5793(80)81276-2,,Likely no free text
6287430,"The primary structure of E. coli RNA polymerase, Nucleotide sequence of the rpoC gene and amino acid sequence of the beta'-subunit.",Nucleic acids research,"{'Year': '1982', 'Month': 'Jul', 'Day': '10'}",10.1093/nar/10.13.4035,PMC320776,Likely Freely Available
24639492,Decoupling catalytic activity from biological function of the ATPase that powers lipopolysaccharide transport.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2014', 'Month': 'Apr', 'Day': '01'}",10.1073/pnas.1323516111,PMC3977253,Likely Freely Available
9342321,Glu-tRNAGln amidotransferase: a novel heterotrimeric enzyme required for correct decoding of glutamine codons during translation.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '1997', 'Month': 'Oct', 'Day': '28'}",10.1073/pnas.94.22.11819,PMC23611,Likely Freely Available
20373734,Mutation of nfxB causes global changes in the physiology and metabolism of Pseudomonas aeruginosa.,Journal of proteome research,"{'Year': '2010', 'Month': 'Jun', 'Day': '04'}",10.1021/pr9011415,,Likely no free text
26987441,"The HigB/HigA toxin/antitoxin system of Pseudomonas aeruginosa influences the virulence factors pyochelin, pyocyanin, and biofilm formation.",MicrobiologyOpen,"{'Year': '2016', 'Month': 'Jun'}",10.1002/mbo3.346,PMC4906001,Likely Freely Available
6389538,Functional biosynthesis of cell wall peptidoglycan by polymorphic bifunctional polypeptides. Penicillin-binding protein 1Bs of Escherichia coli with activities of transglycosylase and transpeptidase.,The Journal of biological chemistry,"{'Year': '1984', 'Month': 'Nov', 'Day': '25'}",,,Likely no free text
11947134,Gluconeogenesis in Escherichia coli The role of triose phosphate isomerase.,FEBS letters,"{'Year': '1969', 'Month': 'Jul'}",10.1016/0014-5793(69)80184-5,,Likely no free text
20233934,Quorum-sensing regulation of a copper toxicity system in Pseudomonas aeruginosa.,Journal of bacteriology,"{'Year': '2010', 'Month': 'May'}",10.1128/JB.01528-09,PMC2863569,Likely Freely Available
10692150,Lipopolysaccharide core phosphates are required for viability and intrinsic drug resistance in Pseudomonas aeruginosa.,Molecular microbiology,"{'Year': '2000', 'Month': 'Feb'}",10.1046/j.1365-2958.2000.01741.x,,Likely no free text
9756859,Hydrolysis of ATP at only one GyrB subunit is sufficient to promote supercoiling by DNA gyrase.,The Journal of biological chemistry,"{'Year': '1998', 'Month': 'Oct', 'Day': '09'}",10.1074/jbc.273.41.26305,,Likely no free text
24308329,"NrsZ: a novel, processed, nitrogen-dependent, small non-coding RNA that regulates Pseudomonas aeruginosa PAO1 virulence.",Environmental microbiology,"{'Year': '2014', 'Month': 'Apr'}",10.1111/1462-2920.12272,PMC4253122,Likely Freely Available
18003830,SynCAMs organize synapses through heterophilic adhesion.,The Journal of neuroscience : the official journal of the Society for Neuroscience,"{'Year': '2007', 'Month': 'Nov', 'Day': '14'}",10.1523/JNEUROSCI.2739-07.2007,PMC6673342,Likely Freely Available
9878698,"Presence of molecular chaperones, heat shock cognate (Hsc) 70 and heat shock proteins (Hsp) 40, in the postsynaptic structures of rat brain.",Brain research,"{'Year': '1999', 'Month': 'Jan', 'Day': '16'}",10.1016/s0006-8993(98)01083-x,,Likely no free text
24270810,High-content genome-wide RNAi screens identify regulators of parkin upstream of mitophagy.,Nature,"{'Year': '2013', 'Month': 'Dec', 'Day': '12'}",10.1038/nature12748,PMC5841086,Likely Freely Available
16203995,"Ras activation of a Rac1 exchange factor, Tiam1, mediates neurotrophin-3-induced Schwann cell migration.",Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2005', 'Month': 'Oct', 'Day': '11'}",10.1073/pnas.0507125102,PMC1253593,Likely Freely Available
28947594,MiR-339 inhibits proliferation of pulmonary artery smooth muscle cell by targeting FGF signaling.,Physiological reports,"{'Year': '2017', 'Month': 'Sep'}",10.14814/phy2.13441,PMC5617928,Likely Freely Available
23826814,17-β Oestradiol prevents cardiovascular dysfunction in post-menopausal metabolic syndrome by affecting SIRT1/AMPK/H3 acetylation.,British journal of pharmacology,"{'Year': '2013', 'Month': 'Oct'}",10.1111/bph.12290,PMC3799593,Likely Freely Available
26854232,ARHGAP12 Functions as a Developmental Brake on Excitatory Synapse Function.,Cell reports,"{'Year': '2016', 'Month': 'Feb', 'Day': '16'}",10.1016/j.celrep.2016.01.037,,Likely no free text
17161586,Down-regulation Cdc42 attenuates neuronal apoptosis through inhibiting MLK3/JNK3 cascade during ischemic reperfusion in rat hippocampus.,Cellular signalling,"{'Year': '2007', 'Month': 'Apr'}",10.1016/j.cellsig.2006.10.006,,Likely no free text
16258073,A direct interaction between the N terminus of adenylyl cyclase AC8 and the catalytic subunit of protein phosphatase 2A.,Molecular pharmacology,"{'Year': '2006', 'Month': 'Feb'}",10.1124/mol.105.018275,,Likely no free text
9144253,Stimulation of amyloid precursor protein synthesis by adrenergic receptors coupled to cAMP formation.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '1997', 'Month': 'May', 'Day': '13'}",10.1073/pnas.94.10.5422,PMC24694,Likely Freely Available
15170217,Structural basis of the alpha1-beta subunit interaction of voltage-gated Ca2+ channels.,Nature,"{'Year': '2004', 'Month': 'Jun', 'Day': '10'}",10.1038/nature02641,,Likely no free text
19342459,Runt-related transcription factor 1 regulates luteinized hormone-induced prostaglandin-endoperoxide synthase 2 expression in rat periovulatory granulosa cells.,Endocrinology,"{'Year': '2009', 'Month': 'Jul'}",10.1210/en.2008-1527,PMC2703554,Likely Freely Available
30240970,Identifying Involvement of H19-miR-675-3p-IGF1R and H19-miR-200a-PDCD4 in Treating Pulmonary Hypertension with Melatonin.,Molecular therapy. Nucleic acids,"{'Year': '2018', 'Month': 'Dec', 'Day': '07'}",10.1016/j.omtn.2018.08.015,PMC6146608,Likely Freely Available
18434589,"Effects of the cFMS kinase inhibitor 5-(3-methoxy-4-((4-methoxybenzyl)oxy)benzyl)pyrimidine-2,4-diamine (GW2580) in normal and arthritic rats.",The Journal of pharmacology and experimental therapeutics,"{'Year': '2008', 'Month': 'Jul'}",10.1124/jpet.107.129429,,Likely no free text
16410403,Inverse regulation of preproendothelin-1 and endothelin-converting enzyme-1beta genes in cardiac cells by mechanical load.,"American journal of physiology. Regulatory, integrative and comparative physiology","{'Year': '2006', 'Month': 'Jun'}",10.1152/ajpregu.00559.2005,,Likely no free text
16628634,Id1 is a critical mediator in TGF-beta-induced transdifferentiation of rat hepatic stellate cells.,"Hepatology (Baltimore, Md.)","{'Year': '2006', 'Month': 'May'}",10.1002/hep.21135,,Likely no free text
16308834,Glucagon-stimulated but not isoproterenol-stimulated glucose formation inhibition by interleukin-6 in primary cultured rat hepatocytes.,Hormone and metabolic research = Hormon- und Stoffwechselforschung = Hormones et metabolisme,"{'Year': '2005', 'Month': 'Nov'}",10.1055/s-2005-870576,,Likely no free text
10206343,"Effect of ageing on the expression of protein kinase C and its activation by 1,25(OH)2-vitamin D3 in rat skeletal muscle.",Cellular signalling,"{'Year': '1999', 'Month': 'Jan'}",10.1016/s0898-6568(98)00029-1,,Likely no free text
16331678,Involvement of Kv1.1 and Nav1.5 in proliferation of gastric epithelial cells.,Journal of cellular physiology,"{'Year': '2006', 'Month': 'May'}",10.1002/jcp.20576,,Likely no free text
12071374,Transforming growth factor-beta3 (Tgf-beta3) down-regulates Tgf-beta3 receptor type I (Tbetar-I) during rescue of cranial sutures from osseous obliteration.,Orthodontics & craniofacial research,"{'Year': '2002', 'Month': 'Feb'}",10.1034/j.1600-0544.2002.01179.x,,Likely no free text
15917231,Intracellular trafficking of thyroid peroxidase to the cell surface.,The Journal of biological chemistry,"{'Year': '2005', 'Month': 'Jul', 'Day': '29'}",10.1074/jbc.M503804200,,Likely no free text
12559107,Corticotropin-releasing factor as well as opioid and dopamine are involved in tail-pinch-induced food intake of rats.,Neuroscience,{'Year': '2003'},10.1016/s0306-4522(02)00712-1,,Likely no free text
18583343,"Localization of PTP-1B, SHP-2, and Src exclusively in rat brain mitochondria and functional consequences.",The Journal of biological chemistry,"{'Year': '2008', 'Month': 'Sep', 'Day': '05'}",10.1074/jbc.M709217200,PMC3259839,Likely Freely Available
26674152,Molecular basis and functional significance of Angiotensin II-induced increase in Discoidin Domain Receptor 2 gene expression in cardiac fibroblasts.,Journal of molecular and cellular cardiology,"{'Year': '2016', 'Month': 'Jan'}",10.1016/j.yjmcc.2015.12.004,,Likely no free text
7251593,"Characterization of the binding of rat liver ribosomal proteins L6, L8, L19, S9, and S13 to 5.8 S ribosomal ribonucleic acid.",The Journal of biological chemistry,"{'Year': '1981', 'Month': 'Jul', 'Day': '25'}",,,Likely no free text
8381897,Molecular cloning of rat cDNAs for beta and gamma subtypes of 14-3-3 protein and developmental changes in expression of their mRNAs in the nervous system.,Brain research. Molecular brain research,"{'Year': '1993', 'Month': 'Jan'}",10.1016/0169-328x(93)90082-z,,Likely no free text
12204119,"KIF1Bbeta2, capable of interacting with CHP, is localized to synaptic vesicles.",Journal of biochemistry,"{'Year': '2002', 'Month': 'Sep'}",10.1093/oxfordjournals.jbchem.a003246,,Likely no free text
22511970,Effects of hepatocyte CD14 upregulation during cholestasis on endotoxin sensitivity.,PloS one,{'Year': '2012'},10.1371/journal.pone.0034903,PMC3325271,Likely Freely Available
10921920,A novel beta-catenin-binding protein inhibits beta-catenin-dependent Tcf activation and axis formation.,The Journal of biological chemistry,"{'Year': '2000', 'Month': 'Oct', 'Day': '20'}",10.1074/jbc.M004089200,,Likely no free text
23692924,Sequential signaling cascade of IL-6 and PGC-1α is involved in high glucose-induced podocyte loss and growth arrest.,Biochemical and biophysical research communications,"{'Year': '2013', 'Month': 'Jun', 'Day': '14'}",10.1016/j.bbrc.2013.05.046,,Likely no free text
17229084,Chronic treatment with high doses of corticosterone decreases cytoskeletal proteins in the rat hippocampus.,The European journal of neuroscience,"{'Year': '2006', 'Month': 'Dec'}",10.1111/j.1460-9568.2006.05232.x,,Likely no free text
17181874,Palmitic acid increase levels of pancreatic duodenal homeobox-1 and p38/stress-activated protein kinase in islets from rats maintained on a low protein diet.,The British journal of nutrition,"{'Year': '2006', 'Month': 'Dec'}",10.1017/bjn20061950,,Likely no free text
15313210,Interaction between the internal motif KTXXXI of Idax and mDvl PDZ domain.,Biochemical and biophysical research communications,"{'Year': '2004', 'Month': 'Sep', 'Day': '10'}",10.1016/j.bbrc.2004.07.113,,Likely no free text
30574656,Light-Induced Lipocalin 2 Facilitates Cellular Apoptosis by Positively Regulating Reactive Oxygen Species/Bim Signaling in Retinal Degeneration.,Investigative ophthalmology & visual science,"{'Year': '2018', 'Month': 'Dec', 'Day': '03'}",10.1167/iovs.18-25213,,Likely no free text
20332347,Lipocalin-2 deficiency impairs thermogenesis and potentiates diet-induced insulin resistance in mice.,Diabetes,"{'Year': '2010', 'Month': 'Jun'}",10.2337/db09-1735,PMC2874698,Likely Freely Available
21802063,"Mutations in CDON, encoding a hedgehog receptor, result in holoprosencephaly and defective interactions with other hedgehog receptors.",American journal of human genetics,"{'Year': '2011', 'Month': 'Aug', 'Day': '12'}",10.1016/j.ajhg.2011.07.001,PMC3155179,Likely Freely Available
12716932,Activity-dependent trafficking and dynamic localization of zipcode binding protein 1 and beta-actin mRNA in dendrites and spines of hippocampal neurons.,The Journal of neuroscience : the official journal of the Society for Neuroscience,"{'Year': '2003', 'Month': 'Apr', 'Day': '15'}",10.1523/JNEUROSCI.23-08-03251.2003,PMC6742306,Likely Freely Available
18096822,The cell cycle factor E2F-1 activates Bnip3 and the intrinsic death pathway in ventricular myocytes.,Circulation research,"{'Year': '2008', 'Month': 'Feb', 'Day': '29'}",10.1161/CIRCRESAHA.107.164731,,Likely no free text
14652002,"TEPP, a new gene specifically expressed in testis, prostate, and placenta and well conserved in chordates.",Biochemical and biophysical research communications,"{'Year': '2003', 'Month': 'Dec', 'Day': '26'}",10.1016/j.bbrc.2003.11.031,,Likely no free text
1505923,Fat-storing cells of the rat liver synthesize and secrete C1-esterase inhibitor; modulation by cytokines.,"Hepatology (Baltimore, Md.)","{'Year': '1992', 'Month': 'Sep'}",10.1002/hep.1840160328,,Likely no free text
14562095,Global analysis of protein localization in budding yeast.,Nature,"{'Year': '2003', 'Month': 'Oct', 'Day': '16'}",10.1038/nature02026,,Likely no free text
31211995,The Role of Transcription Factors and Nuclear Pore Proteins in Controlling the Spatial Organization of the Yeast Genome.,Developmental cell,"{'Year': '2019', 'Month': 'Jun', 'Day': '17'}",10.1016/j.devcel.2019.05.023,PMC6613381,Likely Freely Available
19703468,Systematic analysis of the twin cx(9)c protein family.,Journal of molecular biology,"{'Year': '2009', 'Month': 'Oct', 'Day': '23'}",10.1016/j.jmb.2009.08.041,,Likely no free text
7040164,Genetic evidence for a silent SUC gene in yeast.,Genetics,"{'Year': '1981', 'Month': 'May'}",10.1093/genetics/98.1.41,PMC1214433,Likely Freely Available
1939179,Roles of metal ions in the maintenance of the tertiary and quaternary structure of arginase from Saccharomyces cerevisiae.,The Journal of biological chemistry,"{'Year': '1991', 'Month': 'Nov', 'Day': '15'}",,,Likely no free text
8917466,Differential requirement of the yeast sugar kinases for sugar sensing in establishing the catabolite-repressed state.,European journal of biochemistry,"{'Year': '1996', 'Month': 'Oct', 'Day': '15'}",10.1111/j.1432-1033.1996.00633.x,,Likely no free text
2848829,Analysis and in vivo disruption of the gene coding for adenylate kinase (ADK1) in the yeast Saccharomyces cerevisiae.,The Journal of biological chemistry,"{'Year': '1988', 'Month': 'Dec', 'Day': '25'}",,,Likely no free text
21321019,An unusual tRNAThr derived from tRNAHis reassigns in yeast mitochondria the CUN codons to threonine.,Nucleic acids research,"{'Year': '2011', 'Month': 'Jun'}",10.1093/nar/gkr073,PMC3113583,Likely Freely Available
16481473,An architectural map of the anaphase-promoting complex.,Genes & development,"{'Year': '2006', 'Month': 'Feb', 'Day': '15'}",10.1101/gad.1396906,PMC1369047,Likely Freely Available
9094717,"Pex14p, a peroxisomal membrane protein binding both receptors of the two PTS-dependent import pathways.",Cell,"{'Year': '1997', 'Month': 'Apr', 'Day': '04'}",10.1016/s0092-8674(00)80185-3,,Likely no free text
11711434,"The S. cerevisiae SET3 complex includes two histone deacetylases, Hos2 and Hst1, and is a meiotic-specific repressor of the sporulation gene program.",Genes & development,"{'Year': '2001', 'Month': 'Nov', 'Day': '15'}",10.1101/gad.207401,PMC312828,Likely Freely Available
23685439,Molecular dissection of step 2 catalysis of yeast pre-mRNA splicing investigated in a purified system.,"RNA (New York, N.Y.)","{'Year': '2013', 'Month': 'Jul'}",10.1261/rna.039024.113,PMC3683925,Likely Freely Available
9774667,Preprotein translocase of the outer mitochondrial membrane: molecular dissection and assembly of the general import pore complex.,Molecular and cellular biology,"{'Year': '1998', 'Month': 'Nov'}",10.1128/MCB.18.11.6515,PMC109237,Likely Freely Available
9819356,An essential function of Grr1 for the degradation of Cln2 is to act as a binding core that links Cln2 to Skp1.,Journal of cell science,"{'Year': '1998', 'Month': 'Dec', 'Day': '18'}",10.1242/jcs.111.24.3655,,Likely no free text
11027318,"A Saccharomyces gene family involved in invasive growth, cell-cell adhesion, and mating.",Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '2000', 'Month': 'Oct', 'Day': '24'}",10.1073/pnas.220420397,PMC17311,Likely Freely Available
16436509,Yeast AMID homologue Ndi1p displays respiration-restricted apoptotic activity and is involved in chronological aging.,Molecular biology of the cell,"{'Year': '2006', 'Month': 'Apr'}",10.1091/mbc.e05-04-0333,PMC1415318,Likely Freely Available
