PMID,Title,Journal,Publication Date,DOI,PMC ID,Free Text Availability
11316367,Variant antigens of Plasmodium falciparum encoded by the var multigenic family are multifunctional macromolecules.,Research in microbiology,"{'Year': '2001', 'Month': 'Mar'}",10.1016/s0923-2508(01)01184-6,,Likely no free text
10430943,Rifins: a second family of clonally variant proteins expressed on the surface of red cells infected with Plasmodium falciparum.,Proceedings of the National Academy of Sciences of the United States of America,"{'Year': '1999', 'Month': 'Aug', 'Day': '03'}",10.1073/pnas.96.16.9333,PMC17783,Likely Freely Available
25751816,RIFINs are adhesins implicated in severe Plasmodium falciparum malaria.,Nature medicine,"{'Year': '2015', 'Month': 'Apr'}",10.1038/nm.3812,,Likely no free text
23517413,Novel Plasmodium falciparum Maurer's clefts protein families implicated in the release of infectious merozoites.,Molecular microbiology,"{'Year': '2013', 'Month': 'Apr'}",10.1111/mmi.12193,,Likely no free text
15140830,A Plasmodium gene family encoding Maurer's cleft membrane proteins: structural properties and expression profiling.,Genome research,"{'Year': '2004', 'Month': 'Jun'}",10.1101/gr.2126104,PMC419783,Likely Freely Available
25011110,STEVOR is a Plasmodium falciparum erythrocyte binding protein that mediates merozoite invasion and rosetting.,Cell host & microbe,"{'Year': '2014', 'Month': 'Jul', 'Day': '09'}",10.1016/j.chom.2014.06.004,PMC4382205,Likely Freely Available
12477793,Small variant STEVOR antigen is uniquely located within Maurer's clefts in Plasmodium falciparum-infected red blood cells.,Eukaryotic cell,"{'Year': '2002', 'Month': 'Dec'}",10.1128/EC.1.6.926-935.2002,PMC138759,Likely Freely Available
17468340,The ring-infected erythrocyte surface antigen (RESA) of Plasmodium falciparum stabilizes spectrin tetramers and suppresses further invasion.,Blood,"{'Year': '2007', 'Month': 'Aug', 'Day': '01'}",10.1182/blood-2007-02-076919,PMC1924765,Likely Freely Available
33774908,Characterisation of complexes formed by parasite proteins exported into the host cell compartment of Plasmodium falciparum infected red blood cells.,Cellular microbiology,"{'Year': '2021', 'Month': 'Aug'}",10.1111/cmi.13332,PMC8365696,Likely Freely Available
19816792,"Molecular cloning and characterisation of the RESA gene, a marker of genetic diversity of Plasmodium falciparum.",Molecular biology reports,"{'Year': '2010', 'Month': 'Jul'}",10.1007/s11033-009-9849-z,PMC2900597,Likely Freely Available
1997422,Plasmodium falciparum ring-infected erythrocyte surface antigen is released from merozoite dense granules after erythrocyte invasion.,Infection and immunity,"{'Year': '1991', 'Month': 'Mar'}",10.1128/iai.59.3.1183-1187.1991,PMC258387,Likely Freely Available
21136929,Food vacuole proteome of the malarial parasite Plasmodium falciparum.,Proteomics. Clinical applications,"{'Year': '2008', 'Month': 'Sep'}",10.1002/prca.200700112,,Likely no free text
2209790,Pf155/RESA antigen is localized in dense granules of Plasmodium falciparum merozoites.,Experimental parasitology,"{'Year': '1990', 'Month': 'Oct'}",10.1016/0014-4894(90)90037-d,,Likely no free text
34976861,AGIA Tag System for Ultrastructural Protein Localization Analysis in Blood-Stage <i>Plasmodium falciparum</i>.,Frontiers in cellular and infection microbiology,{'Year': '2021'},10.3389/fcimb.2021.777291,PMC8714843,Likely Freely Available
28944300,Proteomic analysis of extracellular vesicles from a <i>Plasmodium falciparum</i> Kenyan clinical isolate defines a core parasite secretome.,Wellcome open research,{'Year': '2017'},10.12688/wellcomeopenres.11910.2,PMC5583745,Likely Freely Available
30212465,Integrative proteomics and bioinformatic prediction enable a high-confidence apicoplast proteome in malaria parasites.,PLoS biology,"{'Year': '2018', 'Month': 'Sep'}",10.1371/journal.pbio.2005895,PMC6155542,Likely Freely Available
16507167,Lineage-specific expansion of proteins exported to erythrocytes in malaria parasites.,Genome biology,{'Year': '2006'},10.1186/gb-2006-7-2-r12,PMC1431722,Likely Freely Available
24212193,Analyses of interactions between heparin and the apical surface proteins of Plasmodium falciparum.,Scientific reports,"{'Year': '2013', 'Month': 'Nov', 'Day': '11'}",10.1038/srep03178,PMC3822384,Likely Freely Available
12556470,A novel erythrocyte binding antigen-175 paralogue from Plasmodium falciparum defines a new trypsin-resistant receptor on human erythrocytes.,The Journal of biological chemistry,"{'Year': '2003', 'Month': 'Apr', 'Day': '18'}",10.1074/jbc.M211446200,,Likely no free text
32284562,An exported kinase family mediates species-specific erythrocyte remodelling and virulence in human malaria.,Nature microbiology,"{'Year': '2020', 'Month': 'Jun'}",10.1038/s41564-020-0702-4,PMC7116245,Likely Freely Available
15383306,Characterisation of a tryptophan-rich Plasmodium falciparum antigen associated with merozoites.,Molecular and biochemical parasitology,"{'Year': '2004', 'Month': 'Oct'}",10.1016/j.molbiopara.2004.06.008,,Likely no free text
33906926,Functional Characterization of the m<sup>6</sup>A-Dependent Translational Modulator PfYTH.2 in the Human Malaria Parasite.,mBio,"{'Year': '2021', 'Month': 'Apr', 'Day': '27'}",10.1128/mBio.00661-21,PMC8092261,Likely Freely Available
19443655,Plasmodial aspartyl-tRNA synthetases and peculiarities in Plasmodium falciparum.,The Journal of biological chemistry,"{'Year': '2009', 'Month': 'Jul', 'Day': '10'}",10.1074/jbc.M109.015297,PMC2707213,Likely Freely Available
22670848,Malaria parasite type 4 equilibrative nucleoside transporters (ENT4) are purine transporters with distinct substrate specificity.,The Biochemical journal,"{'Year': '2012', 'Month': 'Sep', 'Day': '01'}",10.1042/BJ20112220,PMC3756485,Likely Freely Available
31469232,Biochemical characterization of Plasmodium falciparum parasite specific helicase 1 (PfPSH1).,FEBS open bio,"{'Year': '2019', 'Month': 'Nov'}",10.1002/2211-5463.12728,PMC6823286,Likely Freely Available
31631203,A network-based approach reveals novel invasion and Maurer's clefts-related proteins in Plasmodium falciparum.,Molecular omics,"{'Year': '2019', 'Month': 'Dec', 'Day': '02'}",10.1039/c9mo00124g,,Likely no free text
20580650,"Arp1, an actin-related protein, in Plasmodium berghei.",Molecular and biochemical parasitology,"{'Year': '2010', 'Month': 'Oct'}",10.1016/j.molbiopara.2010.05.008,,Likely no free text
33515807,Systematic Identification of Plasmodium Falciparum Sporozoite Membrane Protein Interactions Reveals an Essential Role for the p24 Complex in Host Infection.,Molecular & cellular proteomics : MCP,{'Year': '2021'},10.1074/mcp.RA120.002432,PMC7950211,Likely Freely Available
27128092,Interrogating the Plasmodium Sporozoite Surface: Identification of Surface-Exposed Proteins and Demonstration of Glycosylation on CSP and TRAP by Mass Spectrometry-Based Proteomics.,PLoS pathogens,"{'Year': '2016', 'Month': 'Apr'}",10.1371/journal.ppat.1005606,PMC4851412,Likely Freely Available
17418435,Depletion of the Plasmodium berghei thrombospondin-related sporozoite protein reveals a role in host cell entry by sporozoites.,Molecular and biochemical parasitology,"{'Year': '2007', 'Month': 'Jun'}",10.1016/j.molbiopara.2007.03.001,,Likely no free text
32407410,Novel malaria antigen Plasmodium yoelii E140 induces antibody-mediated sterile protection in mice against malaria challenge.,PloS one,{'Year': '2020'},10.1371/journal.pone.0232234,PMC7224506,Likely Freely Available
24043620,Identification of a Plasmodium falciparum phospholipid transfer protein.,The Journal of biological chemistry,"{'Year': '2013', 'Month': 'Nov', 'Day': '01'}",10.1074/jbc.M113.474189,PMC3814793,Likely Freely Available
18551176,The malaria secretome: from algorithms to essential function in blood stage infection.,PLoS pathogens,"{'Year': '2008', 'Month': 'Jun', 'Day': '13'}",10.1371/journal.ppat.1000084,PMC2408878,Likely Freely Available
24043620,Identification of a Plasmodium falciparum phospholipid transfer protein.,The Journal of biological chemistry,"{'Year': '2013', 'Month': 'Nov', 'Day': '01'}",10.1074/jbc.M113.474189,PMC3814793,Likely Freely Available
18551176,The malaria secretome: from algorithms to essential function in blood stage infection.,PLoS pathogens,"{'Year': '2008', 'Month': 'Jun', 'Day': '13'}",10.1371/journal.ppat.1000084,PMC2408878,Likely Freely Available
27694132,Regulation and Essentiality of the StAR-related Lipid Transfer (START) Domain-containing Phospholipid Transfer Protein PFA0210c in Malaria Parasites.,The Journal of biological chemistry,"{'Year': '2016', 'Month': 'Nov', 'Day': '11'}",10.1074/jbc.M116.740506,PMC5104948,Likely Freely Available
31896710,A Kelch13-defined endocytosis pathway mediates artemisinin resistance in malaria parasites.,"Science (New York, N.Y.)","{'Year': '2020', 'Month': 'Jan', 'Day': '03'}",10.1126/science.aax4735,,Likely no free text
16289098,Reconstitution of an apicoplast-localised electron transfer pathway involved in the isoprenoid biosynthesis of Plasmodium falciparum.,FEBS letters,"{'Year': '2005', 'Month': 'Nov', 'Day': '21'}",10.1016/j.febslet.2005.10.037,,Likely no free text
21690250,Apicoplast isoprenoid precursor synthesis and the molecular basis of fosmidomycin resistance in Toxoplasma gondii.,The Journal of experimental medicine,"{'Year': '2011', 'Month': 'Jul', 'Day': '04'}",10.1084/jem.20110039,PMC3135366,Likely Freely Available
34756057,Characterization of Apicomplexan Amino Acid Transporters (ApiATs) in the Malaria Parasite Plasmodium falciparum.,mSphere,"{'Year': '2021', 'Month': 'Dec', 'Day': '22'}",10.1128/mSphere.00743-21,PMC8579892,Likely Freely Available
31915223,Influence of Plasmodium falciparum Calcium-Dependent Protein Kinase 5 (PfCDPK5) on the Late Schizont Stage Phosphoproteome.,mSphere,"{'Year': '2020', 'Month': 'Jan', 'Day': '08'}",10.1128/mSphere.00921-19,PMC6952208,Likely Freely Available
28205520,Cationic amino acid transporters play key roles in the survival and transmission of apicomplexan parasites.,Nature communications,"{'Year': '2017', 'Month': 'Feb', 'Day': '16'}",10.1038/ncomms14455,PMC5316894,Likely Freely Available
21752110,The novel putative transporter NPT1 plays a critical role in early stages of Plasmodium berghei sexual development.,Molecular microbiology,"{'Year': '2011', 'Month': 'Sep'}",10.1111/j.1365-2958.2011.07767.x,,Likely no free text
30102371,"Identification of clustered organellar short (cos) RNAs and of a conserved family of organellar RNA-binding proteins, the heptatricopeptide repeat proteins, in the malaria parasite.",Nucleic acids research,"{'Year': '2018', 'Month': 'Nov', 'Day': '02'}",10.1093/nar/gky710,PMC6212722,Likely Freely Available
20083609,Structure and function of a G-actin sequestering protein with a vital role in malaria oocyst development inside the mosquito vector.,The Journal of biological chemistry,"{'Year': '2010', 'Month': 'Apr', 'Day': '09'}",10.1074/jbc.M109.054916,PMC2857035,Likely Freely Available
35984838,Mitochondrially targeted proximity biotinylation and proteomic analysis in Plasmodium falciparum.,PloS one,{'Year': '2022'},10.1371/journal.pone.0273357,PMC9390924,Likely Freely Available
30379851,Identification of Plasmodium falciparum nuclear proteins by mass spectrometry and proposed protein annotation.,PloS one,{'Year': '2018'},10.1371/journal.pone.0205596,PMC6209197,Likely Freely Available
8314897,Cloning of a Ca(2+)-ATPase gene of Plasmodium falciparum and comparison with vertebrate Ca(2+)-ATPases.,Journal of cell science,"{'Year': '1993', 'Month': 'Apr'}",10.1242/jcs.104.4.1129,,Likely no free text
15937493,A single amino acid residue can determine the sensitivity of SERCAs to artemisinins.,Nature structural & molecular biology,"{'Year': '2005', 'Month': 'Jul'}",10.1038/nsmb947,,Likely no free text
27777305,Expansion of Lysine-rich Repeats in Plasmodium Proteins Generates Novel Localization Sequences That Target the Periphery of the Host Erythrocyte.,The Journal of biological chemistry,"{'Year': '2016', 'Month': 'Dec', 'Day': '09'}",10.1074/jbc.M116.761213,PMC5207086,Likely Freely Available
9247928,Plasmodium falciparum asparagine and aspartate rich protein 2 is an evolutionary conserved protein whose repeats identify a new family of parasite antigens.,Molecular and biochemical parasitology,"{'Year': '1997', 'Month': 'Aug'}",10.1016/s0166-6851(97)00065-0,,Likely no free text
23223036,Isoprenoid biosynthesis inhibition disrupts Rab5 localization and food vacuolar integrity in Plasmodium falciparum.,Eukaryotic cell,"{'Year': '2013', 'Month': 'Feb'}",10.1128/EC.00073-12,PMC3571303,Likely Freely Available
25367906,A chemical rescue screen identifies a Plasmodium falciparum apicoplast inhibitor targeting MEP isoprenoid precursor biosynthesis.,Antimicrobial agents and chemotherapy,"{'Year': '2015', 'Month': 'Jan'}",10.1128/AAC.03342-14,PMC4291372,Likely Freely Available
29958953,Deciphering the role of IspD (2‑C‑methyl‑D‑erythritol 4‑phosphate cytidyltransferase) enzyme as a potential therapeutic drug target against Plasmodium vivax.,Gene,"{'Year': '2018', 'Month': 'Oct', 'Day': '30'}",10.1016/j.gene.2018.06.084,,Likely no free text
18693242,"Centrins, cell cycle regulation proteins in human malaria parasite Plasmodium falciparum.",The Journal of biological chemistry,"{'Year': '2008', 'Month': 'Nov', 'Day': '14'}",10.1074/jbc.M800028200,,Likely no free text
29914511,Identification and characterization of DNA endonucleases in Plasmodium falciparum 3D7 clone.,Malaria journal,"{'Year': '2018', 'Month': 'Jun', 'Day': '18'}",10.1186/s12936-018-2388-0,PMC6006590,Likely Freely Available
30888318,<i>Plasmodium</i> Niemann-Pick type C1-related protein is a druggable target required for parasite membrane homeostasis.,eLife,"{'Year': '2019', 'Month': 'Mar', 'Day': '19'}",10.7554/eLife.40529,PMC6424564,Likely Freely Available
22174676,"Deficiency of a Niemann-Pick, type C1-related protein in toxoplasma is associated with multiple lipidoses and increased pathogenicity.",PLoS pathogens,"{'Year': '2011', 'Month': 'Dec'}",10.1371/journal.ppat.1002410,PMC3234224,Likely Freely Available
20584882,The Plasmodium eukaryotic initiation factor-2alpha kinase IK2 controls the latency of sporozoites in the mosquito salivary glands.,The Journal of experimental medicine,"{'Year': '2010', 'Month': 'Jul', 'Day': '05'}",10.1084/jem.20091975,PMC2901070,Likely Freely Available
29132428,Characterization of Pb51 in Plasmodium berghei as a malaria vaccine candidate targeting both asexual erythrocytic proliferation and transmission.,Malaria journal,"{'Year': '2017', 'Month': 'Nov', 'Day': '13'}",10.1186/s12936-017-2107-2,PMC5683326,Likely Freely Available
25938776,Identification of Plasmodium falciparum DNA Repair Protein Mre11 with an Evolutionarily Conserved Nuclease Function.,PloS one,{'Year': '2015'},10.1371/journal.pone.0125358,PMC4418825,Likely Freely Available
33239368,Elucidation of DNA Repair Function of PfBlm and Potentiation of Artemisinin Action by a Small-Molecule Inhibitor of RecQ Helicase.,mSphere,"{'Year': '2020', 'Month': 'Nov', 'Day': '25'}",10.1128/mSphere.00956-20,PMC7690958,Likely Freely Available
33287434,MRE11 Is Crucial for Malaria Parasite Transmission and Its Absence Affects Expression of Interconnected Networks of Key Genes Essential for Life.,Cells,"{'Year': '2020', 'Month': 'Dec', 'Day': '03'}",10.3390/cells9122590,PMC7761864,Likely Freely Available
10599917,Cloning and characterization of a new asparagine-rich protein in Plasmodium falciparum.,Parasitology research,"{'Year': '1999', 'Month': 'Dec'}",10.1007/s004360050666,,Likely no free text
29326268,Mapping the malaria parasite druggable genome by using in vitro evolution and chemogenomics.,"Science (New York, N.Y.)","{'Year': '2018', 'Month': 'Jan', 'Day': '12'}",10.1126/science.aan4472,PMC5925756,Likely Freely Available
34324609,Plasmodium falciparum PhIL1-associated complex plays an essential role in merozoite reorientation and invasion of host erythrocytes.,PLoS pathogens,"{'Year': '2021', 'Month': 'Jul'}",10.1371/journal.ppat.1009750,PMC8321122,Likely Freely Available
29138437,Photosensitized INA-Labelled protein 1 (PhIL1) is novel component of the inner membrane complex and is required for Plasmodium parasite development.,Scientific reports,"{'Year': '2017', 'Month': 'Nov', 'Day': '14'}",10.1038/s41598-017-15781-z,PMC5686188,Likely Freely Available
28985225,Disrupting assembly of the inner membrane complex blocks Plasmodium falciparum sexual stage development.,PLoS pathogens,"{'Year': '2017', 'Month': 'Oct'}",10.1371/journal.ppat.1006659,PMC5646874,Likely Freely Available
25900212,Biogenesis of the crystalloid organelle in Plasmodium involves microtubule-dependent vesicle transport and assembly.,International journal for parasitology,"{'Year': '2015', 'Month': 'Jul'}",10.1016/j.ijpara.2015.03.002,PMC4459735,Likely Freely Available
19932717,Plasmodium berghei crystalloids contain multiple LCCL proteins.,Molecular and biochemical parasitology,"{'Year': '2010', 'Month': 'Mar'}",10.1016/j.molbiopara.2009.11.008,PMC2816727,Likely Freely Available
22179608,Apicoplast and endoplasmic reticulum cooperate in fatty acid biosynthesis in apicomplexan parasite Toxoplasma gondii.,The Journal of biological chemistry,"{'Year': '2012', 'Month': 'Feb', 'Day': '10'}",10.1074/jbc.M111.310144,PMC3281623,Likely Freely Available
27602946,Diversity-oriented synthesis yields novel multistage antimalarial inhibitors.,Nature,"{'Year': '2016', 'Month': 'Oct', 'Day': '20'}",10.1038/nature19804,PMC5515376,Likely Freely Available
19017115,"Drought stress and preharvest aflatoxin contamination in agricultural commodity: genetics, genomics and proteomics.",Journal of integrative plant biology,"{'Year': '2008', 'Month': 'Oct'}",10.1111/j.1744-7909.2008.00739.x,,Likely no free text
32363442,"The multifaceted histone chaperone RbAp46/48 in Plasmodium falciparum: structural insights, production, and characterization.",Parasitology research,"{'Year': '2020', 'Month': 'Jun'}",10.1007/s00436-020-06669-5,,Likely no free text
22819813,Subcellular localization of adenylate kinases in Plasmodium falciparum.,FEBS letters,"{'Year': '2012', 'Month': 'Sep', 'Day': '21'}",10.1016/j.febslet.2012.07.013,,Likely no free text
31409625,Kinesin-8B controls basal body function and flagellum formation and is key to malaria transmission.,Life science alliance,"{'Year': '2019', 'Month': 'Aug'}",10.26508/lsa.201900488,PMC6696982,Likely Freely Available
27151551,The TatD-like DNase of Plasmodium is a virulence factor and a potential malaria vaccine candidate.,Nature communications,"{'Year': '2016', 'Month': 'May', 'Day': '06'}",10.1038/ncomms11537,PMC4859065,Likely Freely Available
29867907,Plasmodium TatD-Like DNase Antibodies Blocked Parasite Development in the Mosquito Gut.,Frontiers in microbiology,{'Year': '2018'},10.3389/fmicb.2018.01023,PMC5968200,Likely Freely Available
33791240,Identification of Three Novel <i>Plasmodium</i> Factors Involved in Ookinete to Oocyst Developmental Transition.,Frontiers in cellular and infection microbiology,{'Year': '2021'},10.3389/fcimb.2021.634273,PMC8005625,Likely Freely Available
15358235,Plasmodium falciparum expresses a multidrug resistance-associated protein.,Biochemical and biophysical research communications,"{'Year': '2004', 'Month': 'Aug', 'Day': '13'}",10.1016/j.bbrc.2004.06.135,,Likely no free text
19117944,Disruption of a Plasmodium falciparum multidrug resistance-associated protein (PfMRP) alters its fitness and transport of antimalarial drugs and glutathione.,The Journal of biological chemistry,"{'Year': '2009', 'Month': 'Mar', 'Day': '20'}",10.1074/jbc.M806944200,PMC2658063,Likely Freely Available
25850860,The Plasmodium falciparum exportome contains non-canonical PEXEL/HT proteins.,Molecular microbiology,"{'Year': '2015', 'Month': 'Jul'}",10.1111/mmi.13024,,Likely no free text
29162636,Quantitative Proteomic Profiling Reveals Novel <i>Plasmodium falciparum</i> Surface Antigens and Possible Vaccine Candidates.,Molecular & cellular proteomics : MCP,"{'Year': '2018', 'Month': 'Jan'}",10.1074/mcp.RA117.000076,PMC5750850,Likely Freely Available
32427965,Anti-PfGARP activates programmed cell death of parasites and reduces severe malaria.,Nature,"{'Year': '2020', 'Month': 'Jun'}",10.1038/s41586-020-2220-1,PMC7372601,Likely Freely Available
30545833,Human erythrocyte band 3 is a host receptor for <i>Plasmodium falciparum</i> glutamic acid-rich protein.,Blood,"{'Year': '2019', 'Month': 'Jan', 'Day': '31'}",10.1182/blood-2018-07-865451,PMC6356982,Likely Freely Available
15939796,SURFIN is a polymorphic antigen expressed on Plasmodium falciparum merozoites and infected erythrocytes.,The Journal of experimental medicine,"{'Year': '2005', 'Month': 'Jun', 'Day': '06'}",10.1084/jem.20041392,PMC2213267,Likely Freely Available
30804381,Cholesterol bound Plasmodium falciparum co-chaperone 'PFA0660w' complexes with major virulence factor 'PfEMP1' via chaperone 'PfHsp70-x'.,Scientific reports,"{'Year': '2019', 'Month': 'Feb', 'Day': '25'}",10.1038/s41598-019-39217-y,PMC6389991,Likely Freely Available
31430682,Structural insights into the binding mechanism of Plasmodium falciparum exported Hsp40-Hsp70 chaperone pair.,Computational biology and chemistry,"{'Year': '2019', 'Month': 'Dec'}",10.1016/j.compbiolchem.2019.107099,,Likely no free text
26845441,The Malarial Exported PFA0660w Is an Hsp40 Co-Chaperone of PfHsp70-x.,PloS one,{'Year': '2016'},10.1371/journal.pone.0148517,PMC4742251,Likely Freely Available
34614006,Co-chaperone involvement in knob biogenesis implicates host-derived chaperones in malaria virulence.,PLoS pathogens,"{'Year': '2021', 'Month': 'Oct'}",10.1371/journal.ppat.1009969,PMC8544838,Likely Freely Available
20482550,Parasite-encoded Hsp40 proteins define novel mobile structures in the cytosol of the P. falciparum-infected erythrocyte.,Cellular microbiology,"{'Year': '2010', 'Month': 'Oct'}",10.1111/j.1462-5822.2010.01477.x,,Likely no free text
27653778,Plasmodium falciparum proteins involved in cytoadherence of infected erythrocytes to chemokine CX3CL1.,Scientific reports,"{'Year': '2016', 'Month': 'Sep', 'Day': '22'}",10.1038/srep33786,PMC5031962,Likely Freely Available
32184257,"Role of Plasmodium falciparum Protein GEXP07 in Maurer's Cleft Morphology, Knob Architecture, and P. falciparum EMP1 Trafficking.",mBio,"{'Year': '2020', 'Month': 'Mar', 'Day': '17'}",10.1128/mBio.03320-19,PMC7078486,Likely Freely Available
31851913,Inhibition of Plasmepsin V Activity Blocks Plasmodium falciparum Gametocytogenesis and Transmission to Mosquitoes.,Cell reports,"{'Year': '2019', 'Month': 'Dec', 'Day': '17'}",10.1016/j.celrep.2019.11.073,,Likely no free text
20332084,Protein export marks the early phase of gametocytogenesis of the human malaria parasite Plasmodium falciparum.,Molecular & cellular proteomics : MCP,"{'Year': '2010', 'Month': 'Jul'}",10.1074/mcp.M900479-MCP200,PMC2938084,Likely Freely Available
21908595,An erythrocyte cytoskeleton-binding motif in exported Plasmodium falciparum proteins.,Eukaryotic cell,"{'Year': '2011', 'Month': 'Nov'}",10.1128/EC.05180-11,PMC3209045,Likely Freely Available
15671043,"Proteomic analysis identifies novel proteins of the Maurer's clefts, a secretory compartment delivering Plasmodium falciparum proteins to the surface of its host cell.",Molecular & cellular proteomics : MCP,"{'Year': '2005', 'Month': 'Apr'}",10.1074/mcp.M400176-MCP200,,Likely no free text
12477793,Small variant STEVOR antigen is uniquely located within Maurer's clefts in Plasmodium falciparum-infected red blood cells.,Eukaryotic cell,"{'Year': '2002', 'Month': 'Dec'}",10.1128/EC.1.6.926-935.2002,PMC138759,Likely Freely Available
15961998,Trafficking of STEVOR to the Maurer's clefts in Plasmodium falciparum-infected erythrocytes.,The EMBO journal,"{'Year': '2005', 'Month': 'Jul', 'Day': '06'}",10.1038/sj.emboj.7600720,PMC1173160,Likely Freely Available
25342752,Targeted disruption of a ring-infected erythrocyte surface antigen (RESA)-like export protein gene in Plasmodium falciparum confers stable chondroitin 4-sulfate cytoadherence capacity.,The Journal of biological chemistry,"{'Year': '2014', 'Month': 'Dec', 'Day': '05'}",10.1074/jbc.M114.615393,PMC4256368,Likely Freely Available
25106850,A conserved domain targets exported PHISTb family proteins to the periphery of Plasmodium infected erythrocytes.,Molecular and biochemical parasitology,"{'Year': '2014', 'Month': 'Aug'}",10.1016/j.molbiopara.2014.07.011,PMC4165601,Likely Freely Available
22970262,An exported heat shock protein 40 associates with pathogenesis-related knobs in Plasmodium falciparum infected erythrocytes.,PloS one,{'Year': '2012'},10.1371/journal.pone.0044605,PMC3436795,Likely Freely Available
17626011,Plasmodium falciparum erythrocyte membrane protein 3 (PfEMP3) destabilizes erythrocyte membrane skeleton.,The Journal of biological chemistry,"{'Year': '2007', 'Month': 'Sep', 'Day': '14'}",10.1074/jbc.M701612200,,Likely no free text
11223132,The Plasmodium falciparum knob-associated PfEMP3 antigen is also expressed at pre-erythrocytic stages and induces antibodies which inhibit sporozoite invasion.,Molecular and biochemical parasitology,"{'Year': '2001', 'Month': 'Feb'}",10.1016/s0166-6851(00)00373-x,,Likely no free text
10856227,Targeted mutagenesis of Plasmodium falciparum erythrocyte membrane protein 3 (PfEMP3) disrupts cytoadherence of malaria-infected red blood cells.,The EMBO journal,"{'Year': '2000', 'Month': 'Jun', 'Day': '15'}",10.1093/emboj/19.12.2813,PMC203347,Likely Freely Available
34514656,KAHRP dynamically relocalizes to remodeled actin junctions and associates with knob spirals in Plasmodium falciparum-infected erythrocytes.,Molecular microbiology,"{'Year': '2022', 'Month': 'Feb'}",10.1111/mmi.14811,,Likely no free text
28806784,Structural analysis of P. falciparum KAHRP and PfEMP1 complexes with host erythrocyte spectrin suggests a model for cytoadherent knob protrusions.,PLoS pathogens,"{'Year': '2017', 'Month': 'Aug'}",10.1371/journal.ppat.1006552,PMC5570508,Likely Freely Available
24090929,Interaction of Plasmodium falciparum knob-associated histidine-rich protein (KAHRP) with erythrocyte ankyrin R is required for its attachment to the erythrocyte membrane.,Biochimica et biophysica acta,"{'Year': '2014', 'Month': 'Jan'}",10.1016/j.bbamem.2013.09.014,PMC4403245,Likely Freely Available
24983468,A Plasmodium falciparum PHIST protein binds the virulence factor PfEMP1 and comigrates to knobs on the host cell surface.,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,"{'Year': '2014', 'Month': 'Oct'}",10.1096/fj.14-256057,PMC4202109,Likely Freely Available
16006556,Structural and functional studies of interaction between Plasmodium falciparum knob-associated histidine-rich protein (KAHRP) and erythrocyte spectrin.,The Journal of biological chemistry,"{'Year': '2005', 'Month': 'Sep', 'Day': '02'}",10.1074/jbc.M505298200,,Likely no free text
21860664,Tetracysteine-based fluorescent tags to study protein localization and trafficking in Plasmodium falciparum-infected erythrocytes.,PloS one,{'Year': '2011'},10.1371/journal.pone.0022975,PMC3157907,Likely Freely Available
9108483,Targeted gene disruption shows that knobs enable malaria-infected red cells to cytoadhere under physiological shear stress.,Cell,"{'Year': '1997', 'Month': 'Apr', 'Day': '18'}",10.1016/s0092-8674(00)80207-x,,Likely no free text
25139348,Export of virulence proteins by malaria-infected erythrocytes involves remodeling of host actin cytoskeleton.,Blood,"{'Year': '2014', 'Month': 'Nov', 'Day': '27'}",10.1182/blood-2014-06-583054,PMC4246041,Likely Freely Available
18614010,Exported proteins required for virulence and rigidity of Plasmodium falciparum-infected human erythrocytes.,Cell,"{'Year': '2008', 'Month': 'Jul', 'Day': '11'}",10.1016/j.cell.2008.04.051,PMC2568870,Likely Freely Available
28481333,Regulation of PfEMP1-VAR2CSA translation by a Plasmodium translation-enhancing factor.,Nature microbiology,"{'Year': '2017', 'Month': 'May', 'Day': '08'}",10.1038/nmicrobiol.2017.68,,Likely no free text
12686607,"etramps, a new Plasmodium falciparum gene family coding for developmentally regulated and highly charged membrane proteins located at the parasite-host cell interface.",Molecular biology of the cell,"{'Year': '2003', 'Month': 'Apr'}",10.1091/mbc.e02-04-0240,PMC153120,Likely Freely Available
15984931,"Identification, molecular cloning and functional characterization of an octaprenyl pyrophosphate synthase in intra-erythrocytic stages of Plasmodium falciparum.",The Biochemical journal,"{'Year': '2005', 'Month': 'Nov', 'Day': '15'}",10.1042/BJ20050441,PMC1317670,Likely Freely Available
19203994,Carotenoid biosynthesis in intraerythrocytic stages of Plasmodium falciparum.,The Journal of biological chemistry,"{'Year': '2009', 'Month': 'Apr', 'Day': '10'}",10.1074/jbc.M807464200,PMC2665121,Likely Freely Available
9747969,A Plasmodium chabaudi protein contains a repetitive region with a predicted spectrin-like structure.,Molecular and biochemical parasitology,"{'Year': '1998', 'Month': 'Aug', 'Day': '01'}",10.1016/s0166-6851(98)00067-x,,Likely no free text
32049018,Plasmodium Condensin Core Subunits SMC2/SMC4 Mediate Atypical Mitosis and Are Essential for Parasite Proliferation and Transmission.,Cell reports,"{'Year': '2020', 'Month': 'Feb', 'Day': '11'}",10.1016/j.celrep.2020.01.033,PMC7016506,Likely Freely Available
30204084,Elucidating the mitochondrial proteome of <i>Toxoplasma gondii</i> reveals the presence of a divergent cytochrome <i>c</i> oxidase.,eLife,"{'Year': '2018', 'Month': 'Sep', 'Day': '11'}",10.7554/eLife.38131,PMC6156079,Likely Freely Available
